260252047346974, 360095837456982, 9086018216578 @ 66, -174, 512
511477129668052, 548070416165820, 520727565082156 @ -386, -384, -322
358771388883194, 290970068566246, 208977773545854 @ 88, -82, 254
126687249998278, 281467449200748, 381838847917690 @ 156, -21, -138
387555897070204, 265423499409000, 234620593397299 @ -117, 7, 114
145889837538820, 320469908388792, 158376746448532 @ 115, -74, 173
285469538594908, 273084414160108, 460747259136580 @ -78, -9, -240
301609598923332, 172929143989132, 293135433361660 @ 61, 219, -30
229817261409244, 242103235132548, 256777324376932 @ -30, 30, 36
382702971099508, 294454989005628, 239623283981980 @ 48, -108, 159
111969515957356, 220272741325224, 317725858112722 @ 43, 47, -31
90289069003396, 245258021611553, 259665829177778 @ 51, 20, 29
366568689132052, 205845920382660, 271912507753744 @ -145, 109, 18
369483756415645, 215790550878981, 308658168996229 @ -130, 102, -54
152917073206179, 84582480192213, 55482823209615 @ 158, 280, 350
157397866670023, 428923425147576, 73579850554771 @ 72, -209, 272
166074202922500, 411443659961202, 363011578878524 @ 51, -182, -97
277210830950116, 407131182833676, 340081413006268 @ -139, -141, -51
145942723469704, 289582433881656, 267126826821304 @ 20, -26, 22
389134483297595, 147759339251644, 416281585968907 @ -82, 363, -414
426159794716196, 248693291783596, 361718270324092 @ -110, 98, -408
387893848712080, 181706705875368, 261036596589922 @ 31, 375, 69
126426169350884, 187536290962320, 219513137088695 @ 19, 79, 70
343166181618092, 199633553939308, 231799196307476 @ -76, 135, 98
235138717311314, 387012721138020, 205434095229918 @ -16, -161, 106
315625891701607, 165491367071694, 218784106578586 @ -144, 121, 81
271330638294580, 171541255868436, 268521824575300 @ -135, 92, 20
424686923963423, 281897041255143, 254210841267860 @ -76, -68, 119
93688515601738, 242329137681174, 269767489032676 @ 62, 24, 19
67587776544460, 183357916328832, 111857960290042 @ 283, 127, 261
331948173571088, 270722982954544, 351687526906556 @ 157, -7, -257
352470676644748, 332671425949248, 287702919128110 @ 59, -209, -31
247599705809380, 333127859125566, 260764308332614 @ 35, -108, 36
454698002076976, 277462093586392, 272732467591632 @ -66, -114, 28
45122854936960, 325949432759319, 29595337687738 @ 119, -64, 273
403002662832753, 274769599892843, 289255635828805 @ 134, -36, -90
429294653822626, 264498741759426, 274546373747347 @ -11, 37, 8
196825494522172, 505954558137936, 333984007658308 @ 5, -294, -59
274006998438343, 281081235786738, 291217987123435 @ -6, -23, -14
26648628553647, 155386233544350, 146761804230778 @ 110, 109, 141
424339894040782, 371038945638722, 278889968840950 @ 78, -864, -30
457791511206928, 272358933408118, 280884983012300 @ -105, -39, -97
357650740120948, 334335608049174, 276478724157094 @ -213, -72, 12
237477346723428, 257254357551772, 274363189195148 @ -23, 12, 14
173174548083564, 336615926081064, 415266853851384 @ 113, -104, -196
433283695168618, 281054067999568, 283465796369330 @ 6, -99, -70
52236708068029, 100788971188212, 70977698744893 @ 84, 163, 216
419166001161340, 245510568353508, 242333031846520 @ -51, 125, 180
235683583291548, 406147528170948, 261629963097260 @ -56, -164, 29
272588521797874, 321203815691115, 320463362203153 @ -47, -78, -52
203932032433365, 235048122017063, 276795664732395 @ 88, 50, 10
141505979676574, 271017889403242, 326616432258434 @ 48, -6, -46
358609967278201, 341674812676281, 260910661474888 @ 134, -298, 67
110696685128992, 280353226664823, 265441184192224 @ 199, -20, 27
194772690222964, 284181138262908, 340959700279324 @ -36, -20, -57
289355378574733, 277064192718978, 177942372212305 @ 144, -23, 264
181346847600192, 220241033014807, 322694340555640 @ 23, 56, -45
334057848707013, 358916197047778, 268201459807710 @ 26, -235, 29
383833004393356, 229653113084892, 398206940312860 @ -162, 73, -225
185728625658784, 175687210095414, 189638792764012 @ 159, 157, 159
183764600310148, 300838892114760, 373798669114558 @ -13, -39, -96
19354701540608, 200855895654253, 311919614592905 @ 223, 80, -32
397529491114050, 265344980349075, 282500734592930 @ 89, 22, -35
150730399919245, 327441705067513, 350689629709098 @ -24, -60, -59
351830206437526, 281179155071188, 306695621836660 @ -114, -25, -45
193310183351275, 298778882257743, 343589226835150 @ 106, -50, -95
263623225505308, 415667029132508, 548386368493280 @ -63, -193, -340
367545388131973, 483735180604063, 274591231934370 @ -120, -438, 13
285779995052130, 320031204638093, 200141577685477 @ -127, -60, 96
379319883891758, 294948043198878, 240066725940480 @ 62, -110, 157
284747679239167, 369856825930864, 258405302544755 @ -24, -169, 40
111472168943236, 240994318136455, 222819386069098 @ 51, 26, 69
384695710924300, 346492382256660, 286110844081396 @ 138, -414, -52
446707183997664, 402617204624103, 357795692211473 @ -289, -230, -128
146025596458637, 228412549072948, 281951949040916 @ -20, 35, 7
124218710583478, 211682826069954, 352093317377104 @ 102, 68, -83
256912286505080, 242934381017574, 232279023275898 @ 95, 49, 97
447100025339481, 231647581674146, 250823665971982 @ 50, 573, 357
189166438230076, 234540091993428, 197639351397020 @ 264, 70, 175
109499336519287, 191437282582394, 382761289911163 @ 156, 101, -132
387976394328904, 353502198589738, 550594297576684 @ -201, -135, -417
439947695940388, 299546815090236, 434476918204696 @ -213, -113, -576
426826058074393, 222928532958960, 287064685296862 @ 82, 423, -107
286331927511076, 293433866979432, 243263600000296 @ -69, -38, 58
282405825830251, 235517448577063, 341269109590007 @ 24, 60, -112
339201210668319, 263630396706723, 257091289022354 @ -26, 10, 53
142438328552498, 341611114469074, 362254088220432 @ 32, -84, -83
199487514274836, 273033963392952, 181280883715612 @ -49, -8, 111
220003197519889, 257635709574780, 270476406247768 @ -10, 11, 19
425230590137268, 263105645881268, 277926652722610 @ -37, 39, -12
349520190740203, 236350724857629, 217274490649315 @ -38, 76, 150
53805544593126, 188135360166680, 28236478797570 @ 290, 117, 380
159442932684024, 99056419722600, 377660901494652 @ -20, 166, -89
437985305187634, 279983675949036, 276882967133116 @ 5, -101, -17
365245200177382, 232843393505991, 269965133776552 @ 21, 118, 27
445467048517908, 298922607250084, 312965025875000 @ -133, -217, -275
293205488617132, 204550829516724, 391364981829892 @ -106, 78, -134
314143899708583, 255521009857758, 275067473424967 @ -8, 25, 12
407621929628228, 254270562289088, 255880095928540 @ -157, 38, 63
445893581436608, 319005578306188, 263909681840922 @ 17, -645, 142
316276033347061, 263305851291265, 285185139922902 @ -36, 8, -7
272024047849396, 310418417082302, 294119377911946 @ 195, -111, -39
439822662137629, 304224150688365, 336611859996022 @ -180, -164, -279
418137117118108, 193883857541268, 232445808143500 @ -153, 247, 151
275066320015663, 197436551236773, 254944012947265 @ -26, 108, 44
172927402070068, 51148482593268, 328931097171292 @ 57, 280, -57
449270439886924, 274923276513702, 278909614483840 @ 63, -86, -75
240483227536318, 334892273627198, 221494125016570 @ -39, -87, 81
319478594525944, 204908531114796, 180274797281512 @ 174, 211, 324
176005885386880, 271193232554595, 245406211077871 @ -49, -6, 42
74160415638206, 171041570771294, 307988846139402 @ 61, 93, -19
142933563830548, 190507398440868, 386584415696500 @ 23, 81, -107
69067105883278, 475025537710914, 153575920175368 @ 57, -203, 131
433405095404698, 257826640562802, 353885715276210 @ -123, 61, -415
316724956668508, 251442386315988, 369631175041732 @ 42, 40, -216
379863289408878, 418038741114912, 338910022343114 @ 32, -587, -242
160956147512977, 473129383401726, 130799797515973 @ 14, -231, 174
380699912839277, 239946459907974, 259622104530955 @ 160, 157, 90
328555183897063, 261786701109618, 292609561188730 @ 46, 17, -35
232859881347097, 31811085441715, 379689745903330 @ 6, 332, -135
404447157366358, 283017743638028, 278832680262080 @ 6, -69, -11
364517719195208, 418360738054328, 487007529256830 @ -139, -271, -368
299643058465672, 201594038322693, 93955941607817 @ 159, 190, 526
257345717958016, 339685066584756, 255111013865680 @ -42, -99, 40
180057362376514, 52302285112905, 357102074379577 @ 133, 342, -118
203970691172872, 86819229070221, 367387166479175 @ 111, 298, -140
426360087742733, 262031142974243, 286630769074435 @ -88, 38, -54
311177754519902, 372925373687843, 89609635179839 @ -11, -210, 382
362991742981468, 311560982254932, 252898621062328 @ -63, -107, 66
296573597236004, 224719551407756, 289423818792364 @ 101, 107, -24
393524833708948, 239592397653048, 256349284717276 @ -113, 80, 63
443479078073358, 279242856478603, 261532992579730 @ 29, -118, 165
249771575290064, 285073499047600, 354918325372724 @ 100, -34, -143
231286399515078, 242277424621522, 296717574699824 @ 22, 36, -19
86675892262392, 337725224594088, 313399669385562 @ 181, -95, -38
189557205874708, 309715658690428, 189905659836980 @ 39, -57, 125
404824049363635, 304241084345646, 370727931535915 @ -162, -91, -230
122755855350460, 247817594293476, 199787501956422 @ 231, 31, 134
257408956285321, 251509201406037, 276428878305615 @ 48, 28, 10
377835014682076, 375717388723728, 332019284465422 @ 71, -455, -234
179122138188786, 57976159435157, 247433609876336 @ -19, 222, 43
131165096554572, 276065005532966, 257546538448634 @ 71, -12, 34
312028148931800, 305345328575564, 356646394705329 @ -41, -69, -136
343903915993946, 142324232939944, 389942758043250 @ 104, 429, -380
381343334046868, 276668042570388, 287729619231960 @ 87, -35, -50
157837357281456, 424787095231278, 259859067674100 @ 125, -230, 35
375050689888512, 117476396624848, 307862897770116 @ -71, 405, -77
269404149399892, 531685013084856, 553956410303728 @ -117, -283, -283
378587071147541, 229293890906765, 306445035395956 @ 148, 204, -153
299495706475760, 291653987464988, 305324775916586 @ -11, -45, -44
296173970890117, 275079251466102, 239444012766553 @ 168, -19, 112
107603862021516, 248974332954192, 237305527405804 @ 29, 16, 51
261627365808599, 275030239505757, 241604433473801 @ 56, -14, 74
418578743455044, 340146611849820, 288955077554180 @ -157, -233, -35
